"Time","ph"
812,-0.0004940312743715153
813,-0.0004959469255852642
814,-0.0004978480504183563
815,-0.0004997344937970567
816,-0.0005016061011320676
817,-0.0005034627183311434
818,-0.0005053041918116842
819,-0.0005071303685133179
820,-0.0005089410959104577
821,-0.0005107362220248422
822,-0.0005125155954380539
823,-0.0005142790653040129
824,-0.0005160264813614489
825,-0.0005177576939463473
826,-0.0005194725540043679
827,-0.0005211709131032386
828,-0.0005228526234451171
829,-0.0005245175378789258
830,-0.0005261655099126535
831,-0.0005277963937256264
832,-0.000529410044180743
833,-0.0005310063168366775
834,-0.0005325850679600469
835,-0.0005341461545375371
836,-0.0005356894342879962
837,-0.0005372147656744845
838,-0.0005387220079162865
839,-0.0005402110210008791
840,-0.0005416816656958573
841,-0.0005431338035608171
842,-0.0005445672969591911
843,-0.0005459820090700395
844,-0.0005473778038997916
845,-0.0005487545462939409
846,-0.0005501121019486877
847,-0.0005514503374225316
848,-0.0005527691201478129
849,-0.0005540683184421992
850,-0.0005553478015201177
851,-0.0005566074395041326
852,-0.0005578471034362645
853,-0.0005590666652892534
854,-0.0005602659979777599
855,-0.0005614449753695119
856,-0.0005626034722963824
857,-0.0005637413645654126
858,-0.0005648585289697649
859,-0.0005659548432996168
860,-0.0005670301863529863
861,-0.0005680844379464905
862,-0.0005691174789260385
863,-0.0005701291911774542
864,-0.0005711194576370288
865,-0.0005720881623020035
866,-0.0005730351902409811
867,-0.0005739604276042624
868,-0.0005748637616341099
869,-0.000575745080674938
870,-0.0005766042741834249
871,-0.000577441232738549
872,-0.0005782558480515476
873,-0.0005790480129757963
874,-0.0005798176215166091
875,-0.0005805645688409561
876,-0.0005812887512871029
877,-0.0005819900663741642
878,-0.000582668412811575
879,-0.00058332369050848
880,-0.0005839558005830314
881,-0.0005845646453716081
882,-0.0005851501284379421
883,-0.0005857121545821612
884,-0.0005862506298497378
885,-0.0005867654615403548
886,-0.0005872565582166759
887,-0.0005877238297130255
888,-0.0005881671871439788
889,-0.0005885865429128581
890,-0.0005889818107201339
891,-0.0005893529055717325
892,-0.0005896997437872515
893,-0.0005900222430080741
894,-0.000590320322205391
895,-0.0005905939016881229
896,-0.0005908429031107464
897,-0.0005910672494810197
898,-0.00059126686516761
899,-0.0005914416759076208
900,-0.000591591608814018
901,-0.0005917165923829544
902,-0.0005918165565009945
903,-0.0005918914324522329
904,-0.0005919411529253131
905,-0.00059196565202034
906,-0.0005919648652556906
907,-0.0005919387295747164
908,-0.0005918871833523432
909,-0.0005918101664015651
910,-0.0005917076199798291
911,-0.0005915794867953148
912,-0.0005914257110131082
913,-0.0005912462382612621
914,-0.0005910410156367549
915,-0.0005908099917113348
916,-0.0005905531165372592
917,-0.0005902703416529194
918,-0.0005899616200883608
919,-0.0005896269063706864
920,-0.0005892661565293545
921,-0.0005888793281013634
922,-0.0005884663801363223
923,-0.000588027273201413
924,-0.0005875619693862376
925,-0.0005870704323075547
926,-0.0005865526271139004
927,-0.0005860085204900983
928,-0.0005854380806616565
929,-0.0005848412773990461
930,-0.0005842180820218713
931,-0.0005835684674029228
932,-0.000582892407972114
933,-0.0005821898797203083
934,-0.0005814608602030239
935,-0.0005807053285440325
936,-0.0005799232654388332
937,-0.0005791146531580179
938,-0.0005782794755505174
939,-0.0005774177180467336
940,-0.0005765293676615544
941,-0.0005756144129972524
942,-0.0005746728442462703
943,-0.000573704653193886
944,-0.000572709833220764
945,-0.0005716883793053892
946,-0.0005706402880263862
947,-0.0005695655575647191
948,-0.0005684641877057774
949,-0.0005673361798413441
950,-0.0005661815369714483
951,-0.0005650002637060989
952,-0.0005637923662669054
953,-0.0005625578524885791
954,-0.0005612967318203198
955,-0.0005600090153270842
956,-0.0005586947156907413
957,-0.0005573538472111067
958,-0.0005559864258068662
959,-0.0005545924690163785
960,-0.0005531719959983649
961,-0.0005517250275324822
962,-0.0005502515860197803
963,-0.0005487516954830421
964,-0.0005472253815670125
965,-0.0005456726715385064
966,-0.0005440935942864062
967,-0.0005424881803215421
968,-0.0005408564617764577
969,-0.0005391984724050621
970,-0.0005375142475821664
971,-0.0005358038243029071
972,-0.0005340672411820528
973,-0.0005323045384532031
974,-0.000530515757967867
975,-0.0005287009431944331
976,-0.0005268601392170242
977,-0.0005249933927342396
978,-0.0005231007520577872
979,-0.0005211822671109995
980,-0.0005192379894272404
981,-0.0005172679721482011
982,-0.0005152722700220811
983,-0.0005132509394016623
984,-0.0005112040382422707
985,-0.0005091316260996263
986,-0.0005070337641275858
987,-0.0005049105150757747
988,-0.0005027619432871078
989,-0.0005005881146952043
990,-0.0004983890968216929
991,-0.0004961649587734067
992,-0.0004939157712394741
993,-0.0004916416064882996
994,-0.0004893425383644374
995,-0.0004870186422853598
996,-0.0004846699952381186
997,-0.0004822966757759009
998,-0.0004798987640144792
999,-0.0004774763416285563
1000,-0.000475029491848006
1001,-0.0004725582994540103
1002,-0.0004700628507750909
1003,-0.0004675432336830398
1004,-0.000464999537588746
1005,-0.0004624318534379193
1006,-0.0004598402737067137
1007,-0.0004572248923972476
1008,-0.0004545858050330247
1009,-0.0004519231086542534
1010,-0.0004492369018130669
1011,-0.0004465272845686434
1012,-0.0004437943584822275
1013,-0.0004410382266120532
1014,-0.0004382589935081688
1015,-0.0004354567652071639
1016,-0.0004326316492268014
1017,-0.0004297837545605496
1018,-0.0004269131916720221
1019,-0.0004240200724893207
1020,-0.0004211045103992823
1021,-0.000418166620241634
1022,-0.0004152065183030529
1023,-0.0004122243223111326
1024,-0.0004092201514282584
1025,-0.0004061941262453887
1026,-0.0004031463687757465
1027,-0.0004000770024484189
1028,-0.0003969861521018666
1029,-0.0003938739439773451
1030,-0.0003907405057122327
1031,-0.0003875859663332751
1032,-0.0003844104562497375
1033,-0.0003812141072464734
1034,-0.0003779970524769016
1035,-0.0003747594264559027
1036,-0.0003715013650526249
1037,-0.000368223005483209
1038,-0.0003649244863034251
1039,-0.0003616059474012298
1040,-0.0003582675299892366
1041,-0.0003549093765971056
1042,-0.0003515316310638518
1043,-0.0003481344385300714
1044,-0.0003447179454300864
1045,-0.0003412822994840123
1046,-0.0003378276496897441
1047,-0.0003343541463148646
1048,-0.0003308619408884741
1049,-0.0003273511861929446
1050,-0.0003238220362555946
1051,-0.0003202746463402913
1052,-0.0003167091729389747
1053,-0.0003131257737631084
1054,-0.0003095246077350571
1055,-0.0003059058349793895
1056,-0.0003022696168141098
1057,-0.0002986161157418174
1058,-0.0002949454954407945
1059,-0.000291257920756025
1060,-0.0002875535576901418
1061,-0.0002838325733943075
1062,-0.0002800951361590242
1063,-0.0002763414154048781
1064,-0.0002725715816732157
1065,-0.0002687858066167555
1066,-0.0002649842629901334
1067,-0.0002611671246403828
1068,-0.0002573345664973534
1069,-0.0002534867645640644
1070,-0.0002496238959069966
1071,-0.0002457461386463231
1072,-0.0002418536719460785
1073,-0.000237946676004269
1074,-0.0002340253320429226
1075,-0.000230089822298081
1076,-0.0002261403300097336
1077,-0.0002221770394116959
1078,-0.0002182001357214299
1079,-0.0002142098051298102
1080,-0.0002102062347908361
1081,-0.0002061896128112887
1082,-0.0002021601282403362
1083,-0.000198117971059087
1084,-0.000194063332170091
